Model,Target_Level,Display_Category,Actual_ND,Pitch_Entropy
REMI+ (Ours),6,L6,36,3.919381945646371
REMI+ (Ours),6,L6,39,3.59524460448036
REMI+ (Ours),7,L7,38,4.056237710413473
REMI+ (Ours),7,L7,38,3.911851199412875
REMI+ (Ours),7,L7,40,4.089822782008755
REMI+ (Ours),7,L7,40,4.203701696057348
REMI+ (Ours),7,L7,39,4.089781950065051
REMI+ (Ours),7,L7,39,4.006573937300012
REMI+ (Ours),7,L7,39,4.192346052629154
REMI+ (Ours),7,L7,38,3.9354458560507637
REMI+ (Ours),7,L7,38,3.8930868961971634
REMI+ (Ours),7,L7,39,3.916579706419834
REMI+ (Ours),7,L7,41,4.113172736114331
REMI+ (Ours),7,L7,38,3.915580395467515
REMI+ (Ours),7,L7,38,4.11583409216322
REMI+ (Ours),7,L7,39,3.8720838732529215
REMI+ (Ours),7,L7,39,3.965301104622145
REMI+ (Ours),7,L7,39,3.916579706419834
REMI+ (Ours),7,L7,39,4.089781950065051
REMI+ (Ours),7,L7,38,3.8629488165201464
REMI+ (Ours),7,L7,39,3.6576087969298374
REMI+ (Ours),7,L7,41,4.037089431754239
REMI+ (Ours),7,L7,39,3.984657194421208
REMI+ (Ours),7,L7,38,3.957939355321115
REMI+ (Ours),7,L7,38,3.740448236729262
REMI+ (Ours),7,L7,38,3.7871439606981396
REMI+ (Ours),7,L7,38,3.4349313821388194
REMI+ (Ours),7,L7,39,3.78531264286179
REMI+ (Ours),7,L7,38,3.8655768552072485
REMI+ (Ours),7,L7,38,3.378991986900062
REMI+ (Ours),7,L7,39,4.009134590379753
REMI+ (Ours),7,L7,38,3.8655768552072485
REMI+ (Ours),8,L8,40,4.106198332810095
REMI+ (Ours),8,L8,40,3.675716309088254
REMI+ (Ours),8,L8,40,3.4775671571169284
REMI+ (Ours),8,L8,41,3.8883122251661937
REMI+ (Ours),8,L8,43,3.8012809644479764
REMI+ (Ours),8,L8,41,3.686735090861549
REMI+ (Ours),8,L8,41,3.6492812724886265
REMI+ (Ours),8,L8,40,3.9537016960573483
REMI+ (Ours),8,L8,41,3.9091598586362752
REMI+ (Ours),8,L8,40,3.8873261452560084
REMI+ (Ours),8,L8,40,4.093942707918268
REMI+ (Ours),8,L8,42,3.9987620653268365
REMI+ (Ours),8,L8,40,4.170950594454669
REMI+ (Ours),8,L8,40,3.953701696057349
REMI+ (Ours),8,L8,39,3.801445732171807
REMI+ (Ours),8,L8,40,3.7470851333950876
REMI+ (Ours),8,L8,40,3.8495817701478354
REMI+ (Ours),8,L8,40,3.5159573209491746
REMI+ (Ours),8,L8,41,3.91624507950099
REMI+ (Ours),8,L8,41,3.7986215909377514
REMI+ (Ours),8,L8,40,3.893942707918269
REMI+ (Ours),8,L8,43,3.6959478246112134
REMI+ (Ours),8,L8,40,3.8495817701478354
REMI+ (Ours),8,L8,41,3.930007492106357
REMI+ (Ours),8,L8,41,3.7717093214801842
REMI+ (Ours),8,L8,40,3.8495817701478354
REMI+ (Ours),8,L8,41,4.113172736114331
REMI+ (Ours),8,L8,40,3.996439344671016
REMI+ (Ours),8,L8,42,3.9784108040822326
REMI+ (Ours),8,L8,42,3.832179626699464
REMI+ (Ours),9,L9,42,3.880794959555807
REMI+ (Ours),9,L9,42,4.0940001605649305
REMI+ (Ours),9,L9,42,3.9877050785004036
REMI+ (Ours),9,L9,45,3.826615385895286
REMI+ (Ours),9,L9,44,4.132965073714564
REMI+ (Ours),9,L9,43,3.9896499288691363
REMI+ (Ours),9,L9,44,3.8908054820769817
REMI+ (Ours),9,L9,42,3.9657424951384352
REMI+ (Ours),9,L9,43,3.972094405563009
REMI+ (Ours),9,L9,43,3.998728057370606
REMI+ (Ours),9,L9,44,4.183546039377806
REMI+ (Ours),9,L9,45,3.858876575099363
REMI+ (Ours),9,L9,43,3.6318806733981095
REMI+ (Ours),9,L9,42,3.8152023999804863
REMI+ (Ours),9,L9,42,4.014357827994779
REMI+ (Ours),9,L9,43,3.821759674244168
REMI+ (Ours),9,L9,42,3.7855568643177113
REMI+ (Ours),9,L9,45,3.878445120015724
REMI+ (Ours),9,L9,42,4.121267946939375
REMI+ (Ours),9,L9,43,3.9589721051718456
REMI+ (Ours),9,L9,42,3.775266304662245
REMI+ (Ours),9,L9,43,4.20233009230464
REMI+ (Ours),9,L9,42,4.073648899320328
REMI+ (Ours),9,L9,45,3.8188705959931353
REMI+ (Ours),9,L9,43,3.998728057370606
REMI+ (Ours),9,L9,42,3.939470994001287
REMI+ (Ours),9,L9,45,3.8188705959931353
REMI+ (Ours),9,L9,42,3.9847122923320044
REMI+ (Ours),9,L9,71,3.870782860732508
REMI+ (Ours),9,L9,42,3.8152023999804863
